claim_id,claim_amount,incident_type,region,policy_age_months,claimant_age,injuries,vehicle_damage_score,num_parties,severity
SEV901253,21748.0,Theft,North,141,43,0,5.5,2,Minor
SEV901254,39674.0,Fire,Central,83,47,0,3.5,2,Minor
SEV901255,19273.0,Weather,North,122,65,0,8.1,4,Minor
SEV901256,9664.0,Fire,North,89,74,0,6.4,4,Moderate
SEV901257,43412.0,Accident,East,238,23,0,3.2,3,Minor
SEV901258,13253.0,Accident,West,29,40,0,8.4,4,Moderate
SEV901259,5567.0,Accident,South,209,34,1,8.6,4,Severe
SEV901260,27341.0,Weather,North,29,49,0,5.5,1,Moderate
SEV901261,8693.0,Liability,Central,189,21,0,6.4,1,Minor
SEV901262,7766.0,Theft,North,69,73,1,8.7,4,Moderate
SEV901263,33178.0,Liability,West,73,21,0,4.9,1,Minor
SEV901264,13182.0,Fire,Central,222,74,0,7.9,4,Moderate
SEV901265,20986.0,Accident,East,128,59,1,4.4,1,Minor
SEV901266,35703.0,Accident,Central,212,48,0,9.3,2,Moderate
SEV901267,29216.0,Fire,Central,157,56,0,5.4,4,Moderate
SEV901268,22742.0,Accident,Central,135,23,0,4.7,4,Minor
SEV901269,39839.0,Weather,South,183,18,1,7.0,4,Severe
SEV901270,7722.0,Accident,Central,85,68,0,8.1,2,Moderate
SEV901271,7723.0,Liability,Central,50,60,1,3.5,4,Minor
SEV901272,22064.0,Accident,Central,53,61,1,1.0,3,Moderate
SEV901273,27129.0,Weather,East,55,53,0,2.0,2,Minor
SEV901274,39443.0,Theft,South,53,21,0,7.4,4,Severe
SEV901275,45858.0,Fire,East,27,30,0,3.0,1,Minor
SEV901276,37779.0,Liability,South,96,55,0,7.2,4,Moderate
SEV901277,63377.0,Weather,North,150,33,0,2.0,4,Moderate
SEV901278,45266.0,Theft,Central,129,33,0,5.8,3,Moderate
SEV901279,,Fire,Central,187,70,0,5.8,4,Severe
SEV901280,17656.0,Accident,North,98,54,1,,1,Minor
SEV901281,28585.0,Accident,North,119,46,0,2.0,2,Minor
SEV901282,11684.0,Weather,Central,220,76,0,8.6,1,Severe
SEV901283,15562.0,Fire,North,161,49,0,2.7,2,Minor
SEV901284,165216.0,Accident,South,126,44,0,9.3,2,Severe
SEV901285,84338.0,Fire,South,78,31,1,3.6,3,Severe
SEV901286,36773.0,Theft,Central,11,51,0,4.8,1,Minor
SEV901287,21665.0,Weather,South,113,31,0,4.2,2,Moderate
SEV901288,14035.0,Fire,South,82,66,0,1.9,1,Minor
SEV901289,45149.0,Weather,Central,211,23,0,3.6,3,Moderate
SEV901290,51586.0,Accident,Central,95,79,0,3.4,3,Minor
SEV901291,62693.0,Accident,South,161,78,0,9.5,3,Minor
SEV901292,23627.0,Accident,West,13,26,0,2.4,3,Minor
SEV901293,26705.0,Accident,East,4,19,0,10.0,2,Moderate
SEV901294,52495.0,Accident,South,19,69,0,7.3,3,Severe
SEV901295,15802.0,Accident,West,186,30,0,8.0,4,Moderate
SEV901296,37209.0,Theft,East,62,35,1,4.1,1,Severe
SEV901297,22374.0,Accident,North,164,29,0,1.9,4,Moderate
SEV901298,17523.0,Accident,North,63,78,2,4.3,4,Severe
SEV901299,42801.0,Accident,North,87,66,0,7.4,1,Minor
SEV901300,88212.0,Accident,West,149,64,0,0.1,4,Minor
SEV901301,7816.0,Liability,North,149,27,1,6.6,3,Moderate
SEV901302,1395.0,Weather,East,75,38,0,1.4,1,Minor
SEV901303,30171.0,Weather,Central,110,46,0,6.5,4,Moderate
SEV901304,50291.0,Liability,South,71,28,1,9.6,1,Severe
SEV901305,7239.0,Theft,East,230,45,2,2.6,3,Minor
SEV901306,28517.0,Weather,West,7,71,0,4.3,1,Moderate
SEV901307,24813.0,Weather,East,39,63,0,3.4,1,Minor
SEV901308,16590.0,Accident,East,178,63,0,5.3,1,Minor
SEV901309,9440.0,Theft,West,233,72,0,1.7,2,Moderate
SEV901310,8986.0,Theft,East,22,30,0,3.0,3,Minor
SEV901311,4191.0,Accident,East,32,23,0,8.1,2,Minor
SEV901312,19826.0,Theft,West,239,49,0,3.5,1,Minor
SEV901313,11910.0,Weather,Central,61,47,1,0.6,1,Minor
SEV901314,72048.0,Fire,North,68,73,0,2.8,2,Minor
SEV901315,92553.0,Accident,Central,31,43,0,5.0,4,Moderate
SEV901316,80290.0,Accident,South,24,76,0,2.6,1,Minor
SEV901317,16200.0,Accident,East,42,56,0,0.8,3,Minor
SEV901318,29726.0,Weather,North,50,43,1,4.6,4,Moderate
SEV901319,45216.0,Accident,West,11,56,1,4.8,1,Moderate
SEV901320,9659.0,Theft,South,163,69,0,6.7,4,Moderate
SEV901321,5354.0,Accident,West,202,60,1,2.7,4,Minor
SEV901322,21308.0,Weather,North,13,53,0,2.1,1,Minor
SEV901323,26965.0,Weather,Central,101,63,0,9.9,4,Moderate
SEV901324,18876.0,Accident,West,42,73,1,4.4,4,Moderate
SEV901325,16655.0,Accident,South,123,60,1,8.4,1,Moderate
SEV901326,52351.0,Theft,West,40,19,0,5.5,3,Minor
SEV901327,18583.0,Accident,South,1,34,0,9.7,1,Minor
SEV901328,13935.0,Liability,Central,180,54,0,1.8,3,Minor
SEV901329,44846.0,Weather,South,203,28,0,0.2,3,Minor
SEV901330,91063.0,Fire,West,70,34,1,5.9,2,Severe
SEV901331,36223.0,Fire,North,147,35,0,0.1,1,Minor
SEV901332,50112.0,Accident,Central,118,58,1,0.7,4,Moderate
SEV901333,44111.0,Weather,Central,199,67,0,0.9,2,Minor
SEV901334,8198.0,Accident,East,94,51,2,9.2,4,Severe
SEV901335,67368.0,Accident,West,71,71,1,0.1,1,Moderate
SEV901336,54304.0,Theft,South,90,68,0,6.5,2,Moderate
SEV901337,14674.0,Fire,North,151,18,0,9.2,3,Minor
SEV901338,18346.0,Accident,Central,128,25,0,5.8,1,Minor
SEV901339,17233.0,Weather,Central,40,43,0,0.5,4,Minor
SEV901340,36313.0,Theft,Central,222,19,1,8.9,3,Severe
SEV901341,14442.0,Accident,North,15,24,0,9.6,3,Moderate
SEV901342,51413.0,Theft,East,121,50,0,4.6,1,Moderate
SEV901343,8177.0,Accident,North,197,21,0,5.6,1,Minor
SEV901344,43281.0,Weather,North,44,21,0,7.8,3,Moderate
SEV901345,15175.0,Weather,West,210,46,0,1.0,3,Minor
SEV901346,28553.0,Accident,West,108,75,0,5.7,2,Minor
SEV901347,11332.0,Accident,South,51,72,0,5.9,1,Minor
SEV901348,54095.0,Fire,South,154,29,2,8.1,4,Severe
SEV901349,31313.0,Accident,North,146,39,0,7.2,1,Minor
SEV901350,16496.0,Weather,North,171,40,1,9.8,1,Severe
SEV901351,35327.0,Accident,North,64,29,0,1.5,4,Minor
SEV901352,42887.0,Accident,South,16,19,1,2.6,2,Minor
SEV901353,25820.0,Theft,West,208,47,1,5.5,4,Moderate
SEV901354,34670.0,Accident,East,97,56,0,4.7,1,Minor
SEV901355,29992.0,Accident,North,92,45,0,4.3,4,Moderate
SEV901356,24942.0,Theft,East,63,29,0,7.5,1,Minor
SEV901357,35058.0,Accident,East,121,29,0,3.2,4,Minor
SEV901358,14458.0,Liability,North,214,47,1,,2,Moderate
SEV901359,15591.0,Accident,South,221,48,1,7.8,4,Moderate
SEV901360,95400.0,Liability,North,149,18,1,5.9,1,Moderate
SEV901361,47696.0,Accident,West,170,35,0,3.4,4,Moderate
SEV901362,39098.0,Accident,North,239,30,0,1.0,2,Minor
SEV901363,34846.0,Accident,North,210,30,0,7.5,4,Moderate
SEV901364,34096.0,Weather,Central,204,68,0,9.6,1,Severe
SEV901365,29001.0,Theft,North,218,35,0,1.2,4,Minor
SEV901366,45137.0,Accident,South,93,42,0,6.2,3,Minor
SEV901367,22370.0,Accident,West,96,41,0,1.1,3,Minor
SEV901368,18441.0,Weather,East,99,22,0,9.9,2,Moderate
SEV901369,41262.0,Accident,East,87,36,0,7.4,4,Moderate
SEV901370,17846.0,Liability,North,168,57,1,0.1,2,Minor
SEV901371,71799.0,Theft,West,172,36,2,1.5,2,Moderate
SEV901372,91442.0,Accident,South,13,66,0,8.4,4,Minor
SEV901373,13196.0,Accident,North,115,34,0,9.8,4,Severe
SEV901374,6958.0,Theft,Central,67,54,0,8.2,1,Moderate
SEV901375,,Accident,North,148,42,0,8.6,1,Moderate
SEV901376,22925.0,Accident,North,90,21,0,6.3,3,Moderate
SEV901377,7581.0,Accident,Central,230,67,0,9.1,4,Minor
SEV901378,28246.0,Fire,East,103,32,0,2.8,4,Minor
SEV901379,45398.0,Liability,South,121,72,0,,4,Severe
SEV901380,3904.0,Accident,West,206,57,0,10.0,4,Minor
SEV901381,38323.0,Weather,South,234,70,0,3.6,2,Moderate
SEV901382,,Liability,West,118,54,0,1.4,4,Minor
SEV901383,66304.0,Accident,Central,237,65,0,9.0,4,Severe
SEV901384,61927.0,Theft,East,64,69,0,4.8,3,Moderate
SEV901385,4333.0,Accident,Central,238,18,0,0.6,2,Minor
SEV901386,10132.0,Weather,Central,73,30,1,5.5,4,Severe
SEV901387,10318.0,Fire,East,45,27,0,7.9,3,Moderate
SEV901388,38213.0,Theft,North,230,23,0,0.5,3,Minor
SEV901389,34671.0,Accident,North,170,43,0,4.4,4,Moderate
SEV901390,7736.0,Accident,Central,41,51,1,3.4,3,Moderate
SEV901391,15219.0,Accident,Central,143,58,0,0.7,2,Minor
SEV901392,8972.0,Accident,East,141,59,0,2.3,4,Minor
SEV901393,52340.0,Weather,Central,182,62,0,0.5,1,Minor
SEV901394,8146.0,Weather,Central,95,47,1,9.4,3,Severe
SEV901395,40619.0,Fire,West,206,36,0,0.2,1,Minor
SEV901396,29464.0,Theft,North,179,66,0,0.4,4,Minor
SEV901397,52779.0,Weather,East,50,62,0,8.2,3,Severe
SEV901398,27308.0,Weather,West,197,30,1,2.3,1,Minor
SEV901399,24039.0,Accident,East,120,36,0,6.8,4,Minor
SEV901400,64294.0,Accident,North,64,73,0,6.8,1,Severe
SEV901401,17788.0,Liability,Central,67,69,0,2.0,2,Minor
SEV901402,16300.0,Fire,West,102,20,0,7.9,3,Moderate
SEV901403,51227.0,Liability,South,94,32,0,3.3,1,Minor
SEV901404,42392.0,Accident,South,5,69,0,7.9,2,Moderate
SEV901405,19690.0,Accident,North,80,44,0,0.8,3,Minor
SEV901406,8280.0,Accident,Central,8,62,0,8.5,3,Severe
SEV901407,6148.0,Theft,East,3,56,1,3.2,4,Minor
SEV901408,12887.0,Accident,East,82,49,0,8.2,1,Moderate
SEV901409,2029.0,Accident,Central,24,27,0,5.7,1,Minor
SEV901410,13904.0,Accident,South,157,55,1,4.3,2,Minor
SEV901411,15340.0,Weather,South,38,74,1,3.6,1,Moderate
SEV901412,14560.0,Accident,South,161,19,0,8.2,2,Minor
SEV901413,16414.0,Accident,Central,202,34,0,3.2,4,Minor
SEV901414,70047.0,Liability,North,30,19,1,9.5,4,Moderate
SEV901415,18196.0,Theft,East,220,23,1,5.7,4,Moderate
SEV901416,14649.0,Accident,North,7,65,0,10.0,3,Severe
SEV901417,31295.0,Weather,North,118,63,0,5.0,2,Minor
SEV901418,,Accident,North,27,39,1,5.6,1,Moderate
SEV901419,4526.0,Fire,South,25,44,0,6.0,4,Moderate
SEV901420,3085.0,Accident,South,30,38,0,5.5,3,Minor
SEV901421,22971.0,Accident,South,232,77,0,4.7,4,Minor
SEV901422,25742.0,Weather,Central,133,66,0,,1,Minor
SEV901423,43884.0,Weather,East,44,44,0,8.2,3,Severe
SEV901424,10575.0,Theft,South,161,45,0,8.0,1,Severe
SEV901425,8460.0,Accident,West,108,42,0,7.0,1,Moderate
SEV901426,26748.0,Liability,West,22,66,0,4.1,1,Minor
SEV901427,37236.0,Theft,North,9,66,1,0.1,3,Minor
SEV901428,6506.0,Accident,Central,81,45,1,1.0,1,Minor
SEV901429,43315.0,Theft,South,98,41,0,,4,Minor
SEV901430,14980.0,Accident,North,77,44,0,1.7,4,Minor
SEV901431,16804.0,Fire,West,125,39,0,1.6,1,Minor
SEV901432,31163.0,Accident,West,56,29,0,1.1,3,Moderate
SEV901433,19787.0,Weather,East,215,55,0,1.2,1,Minor
SEV901434,7546.0,Weather,East,92,22,0,8.0,4,Moderate
SEV901435,30529.0,Accident,South,148,23,0,7.9,3,Moderate
SEV901436,22913.0,Theft,West,126,66,0,5.3,2,Minor
SEV901437,195119.0,Accident,West,220,40,0,9.3,2,Severe
SEV901438,10322.0,Accident,Central,198,45,0,6.4,2,Minor
SEV901439,109851.0,Accident,South,95,40,0,4.0,1,Moderate
SEV901440,49728.0,Fire,South,164,18,0,8.9,3,Moderate
SEV901441,5045.0,Weather,South,186,29,0,1.7,1,Minor
SEV901442,7890.0,Accident,South,114,26,0,9.0,1,Minor
SEV901443,17056.0,Accident,South,107,65,0,3.8,4,Minor
SEV901444,13695.0,Accident,East,185,32,0,9.6,2,Minor
SEV901445,65737.0,Accident,North,238,79,2,6.9,2,Severe
SEV901446,19045.0,Accident,North,51,21,1,6.7,4,Severe
SEV901447,67393.0,Accident,Central,4,31,0,5.7,3,Moderate
SEV901448,67273.0,Accident,East,57,44,0,0.7,3,Moderate
SEV901449,29223.0,Liability,West,56,55,0,4.5,3,Moderate
SEV901450,54699.0,Theft,South,68,75,2,6.3,1,Severe
SEV901451,17796.0,Accident,South,20,33,0,3.4,1,Minor
SEV901452,7058.0,Accident,East,110,64,0,8.2,1,Minor
SEV901453,72132.0,Fire,North,163,29,0,0.2,2,Minor
SEV901454,58359.0,Accident,Central,12,32,1,3.7,3,Moderate
SEV901455,25073.0,Accident,North,22,44,0,6.9,4,Moderate
SEV901456,4868.0,Accident,East,135,43,0,9.5,4,Minor
SEV901457,12540.0,Accident,Central,164,35,0,6.7,4,Moderate
SEV901458,4402.0,Accident,West,26,38,0,4.0,3,Minor
SEV901459,18825.0,Liability,Central,132,69,1,7.1,2,Moderate
SEV901460,25569.0,Accident,Central,16,54,1,0.8,4,Severe
SEV901461,23753.0,Accident,South,12,34,0,7.5,3,Minor
SEV901462,13922.0,Weather,West,85,43,0,1.6,1,Minor
SEV901463,14579.0,Theft,West,56,79,1,7.9,3,Moderate
SEV901464,29802.0,Accident,Central,164,40,0,5.8,1,Minor
SEV901465,5665.0,Accident,North,25,76,1,4.6,3,Severe
SEV901466,70853.0,Weather,East,107,49,0,,3,Minor
SEV901467,6290.0,Accident,South,43,68,0,2.8,2,Minor
SEV901468,6603.0,Accident,Central,212,63,0,3.6,4,Minor
SEV901469,13444.0,Accident,East,56,63,0,2.7,1,Minor
SEV901470,20706.0,Fire,South,216,48,0,1.0,1,Minor
SEV901471,86866.0,Theft,East,208,40,1,1.0,4,Moderate
SEV901472,38696.0,Fire,Central,23,18,0,6.6,3,Severe
SEV901473,32204.0,Accident,East,184,21,0,7.1,1,Moderate
SEV901474,13437.0,Weather,West,208,42,0,3.1,3,Minor
SEV901475,22650.0,Accident,North,81,43,0,8.2,1,Minor
SEV901476,33603.0,Liability,South,192,59,2,6.5,2,Severe
SEV901477,32566.0,Accident,North,45,75,0,9.5,2,Severe
SEV901478,16866.0,Weather,South,52,34,0,7.3,2,Minor
SEV901479,41477.0,Liability,Central,110,21,0,5.2,3,Minor
SEV901480,90985.0,Accident,Central,77,39,0,9.7,3,Moderate
SEV901481,21099.0,Weather,North,186,53,0,2.7,4,Minor
SEV901482,363682.0,Theft,West,38,48,0,7.1,3,Severe
SEV901483,157060.0,Theft,North,149,27,1,2.1,1,Moderate
SEV901484,8535.0,Weather,Central,173,28,0,8.5,2,Moderate
SEV901485,52018.0,Theft,West,54,72,0,8.2,3,Moderate
SEV901486,5611.0,Accident,North,108,39,0,,2,Minor
SEV901487,20609.0,Theft,North,156,35,0,9.8,2,Moderate
SEV901488,24915.0,Liability,North,21,38,1,9.6,2,Severe
SEV901489,19051.0,Accident,Central,102,69,0,2.3,2,Minor
SEV901490,29423.0,Theft,Central,10,52,0,2.9,2,Minor
SEV901491,36213.0,Weather,Central,12,76,0,,2,Moderate
SEV901492,3809.0,Weather,South,194,20,2,5.0,1,Severe
SEV901493,12165.0,Accident,Central,192,35,0,7.1,2,Minor
SEV901494,51247.0,Accident,Central,53,27,1,5.1,1,Moderate
SEV901495,68243.0,Weather,South,190,24,2,1.7,2,Moderate
SEV901496,52198.0,Theft,South,25,45,1,0.1,1,Minor
SEV901497,35128.0,Liability,Central,223,45,1,0.6,4,Minor
SEV901498,81510.0,Accident,North,123,79,0,3.3,2,Minor
SEV901499,19731.0,Accident,South,21,68,0,9.5,4,Moderate
SEV901500,33096.0,Accident,North,151,42,0,7.3,4,Moderate
SEV901501,34216.0,Accident,East,152,28,0,5.4,2,Severe
SEV901502,28725.0,Theft,Central,227,46,1,7.7,1,Moderate
SEV901503,8279.0,Accident,South,154,58,0,5.4,2,Minor
SEV901504,10854.0,Accident,West,205,47,0,0.2,1,Minor
SEV901505,13744.0,Liability,North,116,36,0,1.6,3,Moderate
SEV901506,35768.0,Accident,North,223,24,0,6.1,3,Minor
SEV901507,38979.0,Fire,Central,84,63,0,2.3,3,Minor
SEV901508,2797.0,Theft,West,213,54,0,8.3,1,Minor
SEV901509,63806.0,Theft,North,153,62,1,,3,Moderate
SEV901510,20850.0,Fire,West,46,76,0,3.0,2,Moderate
SEV901511,25201.0,Accident,Central,207,38,0,7.3,2,Minor
SEV901512,48243.0,Theft,North,128,35,0,,4,Minor
SEV901513,6450.0,Accident,North,84,45,1,5.1,3,Moderate
SEV901514,12314.0,Theft,Central,128,40,0,2.8,4,Minor
SEV901515,18413.0,Theft,South,162,61,0,9.8,1,Moderate
SEV901516,37462.0,Weather,Central,159,24,0,0.0,4,Minor
SEV901517,5613.0,Accident,North,157,21,0,0.1,1,Minor
SEV901518,9725.0,Accident,South,185,50,1,7.4,4,Severe
SEV901519,3670.0,Weather,East,31,28,0,1.3,2,Minor
SEV901520,19612.0,Theft,Central,232,47,0,6.8,3,Severe
SEV901521,4941.0,Accident,West,55,76,0,9.0,1,Minor
SEV901522,34193.0,Theft,Central,229,58,1,4.4,1,Moderate
SEV901523,80326.0,Fire,West,176,41,1,0.4,1,Moderate
SEV901524,13504.0,Theft,Central,165,27,1,1.0,3,Moderate
SEV901525,47072.0,Accident,West,26,70,0,9.8,4,Severe
SEV901526,23314.0,Fire,West,192,35,0,5.9,4,Moderate
SEV901527,42639.0,Liability,North,215,31,0,0.5,4,Minor
SEV901528,42597.0,Liability,South,68,76,0,6.3,1,Minor
SEV901529,62329.0,Accident,South,217,52,0,7.6,4,Moderate
SEV901530,21613.0,Theft,North,182,58,0,0.2,3,Minor
SEV901531,36794.0,Accident,Central,197,75,0,4.7,1,Minor
SEV901532,6634.0,Accident,West,69,44,0,4.4,1,Minor
SEV901533,25712.0,Accident,Central,169,27,0,8.8,2,Minor
SEV901534,30980.0,Weather,West,185,57,2,3.2,2,Moderate
SEV901535,69563.0,Theft,East,220,20,0,2.6,3,Minor
SEV901536,15124.0,Fire,South,232,45,1,4.7,3,Minor
SEV901537,9417.0,Accident,Central,228,49,0,4.4,4,Minor
SEV901538,120020.0,Theft,North,155,59,0,7.8,2,Severe
SEV901539,9276.0,Weather,North,234,59,0,6.4,3,Minor
SEV901540,32487.0,Accident,Central,141,18,0,9.4,1,Minor
SEV901541,,Fire,North,30,26,0,5.6,4,Moderate
SEV901542,5228.0,Accident,South,68,42,0,5.7,2,Minor
SEV901543,31148.0,Theft,East,124,30,0,7.7,2,Moderate
SEV901544,9492.0,Accident,East,11,22,1,8.9,3,Moderate
SEV901545,9297.0,Liability,South,32,77,0,4.9,4,Minor
SEV901546,48148.0,Weather,West,181,43,1,4.9,2,Moderate
SEV901547,27283.0,Theft,South,145,29,0,4.9,1,Minor
SEV901548,38886.0,Liability,East,120,45,0,2.6,1,Minor
SEV901549,6233.0,Accident,Central,69,59,0,5.7,4,Minor
SEV901550,63572.0,Fire,North,83,49,1,6.5,2,Severe
SEV901551,7820.0,Theft,North,156,21,1,5.6,2,Minor
SEV901552,,Fire,East,93,41,0,1.8,2,Minor
SEV901553,17265.0,Liability,North,36,67,0,0.3,1,Minor
SEV901554,85787.0,Liability,South,111,23,0,6.9,1,Minor
SEV901555,18637.0,Accident,North,226,77,0,9.6,1,Moderate
SEV901556,33261.0,Accident,East,101,39,1,4.0,2,Minor
SEV901557,7496.0,Accident,East,21,75,0,7.8,1,Moderate
SEV901558,26337.0,Weather,South,199,48,1,0.2,1,Minor
SEV901559,16491.0,Weather,Central,34,63,1,7.7,3,Moderate
SEV901560,45948.0,Fire,North,81,53,0,6.6,3,Severe
SEV901561,48151.0,Accident,East,16,56,0,2.2,3,Minor
SEV901562,26175.0,Accident,West,138,77,0,2.7,3,Minor
SEV901563,,Theft,North,35,74,1,1.3,2,Moderate
SEV901564,10417.0,Fire,West,147,43,0,9.1,1,Minor
SEV901565,43881.0,Weather,Central,75,53,0,9.2,3,Moderate
SEV901566,12481.0,Weather,North,12,49,0,5.6,4,Moderate
SEV901567,38436.0,Theft,West,81,36,1,,4,Moderate
SEV901568,6073.0,Accident,South,217,63,0,10.0,3,Minor
SEV901569,12097.0,Accident,Central,195,74,0,0.2,2,Minor
SEV901570,16476.0,Liability,East,7,32,0,0.9,4,Minor
SEV901571,8381.0,Theft,East,13,73,1,1.3,4,Minor
SEV901572,19558.0,Theft,West,131,25,1,4.5,1,Minor
SEV901573,8816.0,Accident,East,17,32,0,9.4,2,Moderate
SEV901574,,Accident,East,100,24,1,2.8,1,Severe
SEV901575,6195.0,Weather,West,191,74,0,8.4,3,Minor
SEV901576,,Accident,East,68,35,1,2.4,4,Minor
SEV901577,23988.0,Accident,East,102,58,0,6.6,1,Minor
SEV901578,58880.0,Fire,North,195,70,0,9.7,2,Moderate
SEV901579,8695.0,Fire,East,58,40,0,8.9,4,Severe
SEV901580,15371.0,Liability,Central,189,65,0,4.5,3,Minor
SEV901581,16185.0,Liability,South,215,28,1,8.6,2,Severe
SEV901582,6417.0,Accident,South,218,62,0,6.8,3,Moderate
SEV901583,33192.0,Weather,North,183,62,0,7.6,2,Moderate
SEV901584,10995.0,Weather,West,62,68,0,5.4,3,Minor
SEV901585,20806.0,Accident,North,89,35,0,5.5,3,Moderate
SEV901586,15423.0,Accident,South,34,27,0,1.5,1,Minor
SEV901587,70177.0,Accident,North,61,73,1,5.7,2,Severe
SEV901588,30151.0,Accident,West,18,72,0,0.7,1,Minor
SEV901589,9610.0,Accident,East,142,49,0,0.1,2,Minor
SEV901590,11021.0,Weather,Central,27,55,0,9.2,1,Minor
SEV901591,12482.0,Fire,North,209,65,0,4.0,1,Moderate
SEV901592,11358.0,Liability,West,43,74,0,4.3,2,Minor
SEV901593,32070.0,Weather,North,35,60,0,5.4,3,Minor
SEV901594,9652.0,Weather,West,217,61,0,6.4,4,Severe
SEV901595,8737.0,Accident,South,215,25,0,9.6,1,Moderate
SEV901596,6305.0,Liability,South,139,52,0,8.6,1,Moderate
SEV901597,5639.0,Accident,North,197,67,0,1.4,3,Minor
SEV901598,11306.0,Accident,West,170,25,0,3.9,1,Minor
SEV901599,11770.0,Accident,Central,111,74,0,2.5,2,Minor
SEV901600,41130.0,Accident,South,228,39,2,3.0,3,Severe
SEV901601,17988.0,Theft,Central,157,44,0,,3,Minor
SEV901602,24942.0,Accident,North,218,24,1,7.9,4,Severe
SEV901603,49085.0,Accident,Central,21,42,0,2.3,4,Minor
SEV901604,15189.0,Accident,South,199,74,0,4.4,4,Moderate
SEV901605,38086.0,Fire,West,100,30,0,5.1,1,Moderate
SEV901606,27762.0,Liability,South,176,57,0,9.6,3,Severe
SEV901607,43132.0,Accident,Central,218,67,0,0.6,4,Minor
SEV901608,132463.0,Theft,Central,213,20,0,0.4,2,Minor
SEV901609,53989.0,Theft,Central,176,69,0,6.7,3,Moderate
SEV901610,10010.0,Liability,North,94,66,1,3.4,4,Minor
SEV901611,13010.0,Fire,West,147,67,0,5.2,3,Moderate
SEV901612,49417.0,Theft,North,113,58,1,7.2,2,Moderate
SEV901613,16742.0,Fire,South,10,36,1,0.6,2,Moderate
SEV901614,9790.0,Accident,East,236,75,0,6.3,4,Minor
SEV901615,13318.0,Theft,West,155,64,0,9.4,1,Moderate
SEV901616,91830.0,Accident,Central,166,49,0,0.3,2,Minor
SEV901617,22439.0,Theft,East,130,43,0,9.8,1,Minor
SEV901618,33059.0,Accident,North,40,69,1,0.9,2,Minor
SEV901619,6799.0,Weather,North,137,18,0,0.3,4,Minor
SEV901620,15795.0,Accident,Central,95,51,0,6.3,3,Moderate
SEV901621,63617.0,Theft,West,232,54,0,1.8,3,Minor
SEV901622,37205.0,Accident,West,92,60,0,0.6,3,Minor
SEV901623,6469.0,Weather,East,5,22,0,3.3,3,Minor
SEV901624,35665.0,Liability,West,92,49,0,3.4,1,Minor
SEV901625,9889.0,Accident,West,160,45,0,4.0,2,Minor
SEV901626,36739.0,Accident,South,186,31,1,7.8,1,Moderate
SEV901627,17152.0,Accident,North,131,70,0,3.5,4,Minor
SEV901628,20114.0,Accident,Central,153,66,0,1.0,3,Minor
SEV901629,80153.0,Accident,Central,105,23,0,9.5,1,Minor
SEV901630,4895.0,Accident,Central,144,72,1,3.8,3,Moderate
SEV901631,12015.0,Accident,East,71,46,0,0.8,2,Minor
SEV901632,15016.0,Fire,North,142,63,0,7.1,4,Moderate
SEV901633,7470.0,Fire,Central,84,79,0,7.1,2,Moderate
SEV901634,74155.0,Liability,South,101,66,0,7.6,2,Moderate
SEV901635,7310.0,Accident,North,186,73,0,6.6,2,Moderate
SEV901636,21741.0,Theft,South,187,73,0,5.2,3,Minor
SEV901637,63992.0,Fire,South,28,65,0,6.4,4,Moderate
SEV901638,11094.0,Accident,West,147,59,0,4.8,1,Minor
SEV901639,70406.0,Weather,East,111,21,0,3.2,1,Minor
SEV901640,27197.0,Fire,North,45,22,0,9.0,2,Severe
SEV901641,11683.0,Fire,East,68,27,1,4.9,1,Minor
SEV901642,22379.0,Weather,Central,133,19,0,5.3,1,Minor
SEV901643,23223.0,Theft,North,210,27,0,6.8,3,Minor
SEV901644,,Weather,South,204,33,0,6.8,2,Minor
SEV901645,23557.0,Liability,East,29,69,1,1.3,3,Minor
SEV901646,11761.0,Accident,East,30,26,0,7.5,3,Moderate
SEV901647,21931.0,Accident,West,212,24,0,0.1,3,Minor
SEV901648,75134.0,Theft,South,224,43,0,6.5,2,Moderate
SEV901649,28339.0,Accident,North,28,54,0,3.9,3,Moderate
SEV901650,88836.0,Accident,Central,126,61,0,3.1,3,Moderate
SEV901651,57549.0,Theft,East,101,22,0,6.9,3,Minor
SEV901652,2906.0,Accident,West,19,61,1,0.9,4,Minor
SEV901653,45388.0,Accident,North,210,29,0,1.4,1,Minor
SEV901654,63977.0,Fire,East,117,43,0,6.4,1,Moderate
SEV901655,23299.0,Accident,South,56,64,1,5.2,2,Moderate
SEV901656,285200.0,Accident,West,214,23,2,5.2,4,Severe
SEV901657,9698.0,Accident,East,151,19,0,0.4,4,Minor
SEV901658,45161.0,Accident,South,132,43,1,5.9,4,Severe
SEV901659,29582.0,Theft,Central,149,32,2,,2,Moderate
SEV901660,105941.0,Accident,South,141,51,0,3.9,4,Moderate
SEV901661,11234.0,Accident,East,32,55,1,0.9,4,Minor
SEV901662,3719.0,Accident,South,141,40,1,8.7,3,Severe
SEV901663,,Theft,Central,158,50,1,8.7,2,Severe
SEV901664,26870.0,Accident,North,31,57,0,2.2,2,Minor
SEV901665,117645.0,Fire,South,29,67,0,,2,Moderate
SEV901666,62960.0,Weather,Central,14,45,0,9.3,3,Severe
SEV901667,20277.0,Theft,East,142,53,0,2.6,4,Minor
SEV901668,16155.0,Liability,North,13,78,1,4.0,1,Minor
SEV901669,19647.0,Accident,West,100,47,0,9.4,1,Minor
SEV901670,43741.0,Accident,West,164,61,1,7.1,4,Severe
