customer_id,age,gender,region,vehicle_type,vehicle_age,annual_mileage,prior_claims,policy_tenure_years,coverage_level,credit_score,has_telematics,will_claim
MOT702836,32.0,M,South,SUV,10,11246.0,0,7.2,Premium,871.0,0,0
MOT702837,27.0,F,North,Hatchback,1,15562.0,1,12.0,ThirdParty,453.0,0,0
MOT702838,45.0,M,North,Van,10,13129.0,1,3.7,ThirdParty,762.0,0,0
MOT702839,29.0,M,South,Hatchback,0,9863.0,0,0.9,Comprehensive,612.0,0,1
MOT702840,67.0,M,Central,Hatchback,15,16699.0,0,6.3,Comprehensive,687.0,0,0
MOT702841,41.0,M,South,SUV,6,12905.0,0,0.5,Comprehensive,776.0,1,0
MOT702842,28.0,F,South,Hatchback,2,6185.0,0,7.3,Comprehensive,604.0,1,0
MOT702843,42.0,M,Central,Hatchback,18,8928.0,0,1.2,ThirdParty,506.0,1,0
MOT702844,53.0,M,Central,Hatchback,14,,1,4.1,Comprehensive,731.0,0,0
MOT702845,72.0,M,North,SUV,16,12485.0,1,14.8,Comprehensive,360.0,0,0
MOT702846,39.0,F,South,SUV,3,7703.0,1,6.3,ThirdParty,650.0,0,0
MOT702847,38.0,F,West,Hatchback,19,16054.0,0,1.1,Premium,515.0,1,0
MOT702848,68.0,F,South,Hatchback,19,13467.0,0,17.0,ThirdParty,593.0,0,0
MOT702849,45.0,M,South,Hatchback,19,10409.0,0,4.0,Comprehensive,534.0,1,0
MOT702850,34.0,M,Central,Sedan,10,11751.0,0,1.1,Comprehensive,654.0,0,0
MOT702851,69.0,F,Central,SUV,19,9886.0,0,10.0,Comprehensive,774.0,0,0
MOT702852,46.0,F,South,Hatchback,14,12680.0,0,8.5,Premium,353.0,1,1
MOT702853,75.0,F,East,Hatchback,10,10941.0,0,1.1,Comprehensive,632.0,1,0
MOT702854,51.0,M,South,Hatchback,11,17159.0,1,8.2,ThirdParty,624.0,0,1
MOT702855,39.0,F,Central,Van,7,5278.0,0,16.6,Comprehensive,482.0,0,1
MOT702856,50.0,F,East,Hatchback,17,9721.0,0,8.0,Comprehensive,871.0,1,0
MOT702857,71.0,F,West,Sedan,10,12893.0,0,5.9,Comprehensive,500.0,1,0
MOT702858,28.0,M,West,Hatchback,15,2688.0,0,1.1,ThirdParty,881.0,0,0
MOT702859,59.0,M,Central,Hatchback,12,15842.0,0,12.4,ThirdParty,444.0,1,1
MOT702860,46.0,F,South,Hatchback,7,13637.0,1,0.8,Comprehensive,322.0,0,0
MOT702861,26.0,F,West,Hatchback,10,15450.0,0,3.0,ThirdParty,868.0,1,0
MOT702862,56.0,M,South,Sedan,17,1000.0,1,0.1,ThirdParty,428.0,0,0
MOT702863,70.0,F,South,Hatchback,10,16648.0,1,8.2,Comprehensive,505.0,0,0
MOT702864,43.0,M,Central,Sports,6,19009.0,0,24.9,Comprehensive,470.0,0,0
MOT702865,66.0,F,North,SUV,8,14784.0,0,1.5,Comprehensive,,1,0
MOT702866,26.0,F,East,Van,16,17201.0,0,1.3,Premium,385.0,1,1
MOT702867,37.0,M,West,Sports,8,12758.0,1,3.8,Premium,546.0,0,1
MOT702868,72.0,F,South,Hatchback,5,13683.0,1,16.6,Comprehensive,622.0,0,0
MOT702869,72.0,M,East,Sedan,19,13286.0,1,8.2,Comprehensive,759.0,0,1
MOT702870,37.0,F,Central,Van,5,25284.0,0,3.5,Premium,839.0,1,0
MOT702871,36.0,M,South,Sedan,9,12016.0,1,0.1,ThirdParty,383.0,1,0
MOT702872,36.0,F,East,SUV,0,10266.0,0,12.1,Premium,463.0,0,0
MOT702873,71.0,F,North,SUV,15,9740.0,1,0.9,Comprehensive,695.0,0,0
MOT702874,28.0,M,North,SUV,8,18601.0,1,0.8,ThirdParty,349.0,0,0
MOT702875,,F,East,Hatchback,7,10147.0,1,8.5,Comprehensive,706.0,1,1
MOT702876,30.0,M,North,Sedan,4,,0,13.6,Comprehensive,584.0,0,0
MOT702877,19.0,F,East,Hatchback,6,9992.0,0,8.7,Premium,870.0,1,1
MOT702878,26.0,F,East,Hatchback,17,18023.0,0,3.6,ThirdParty,566.0,0,1
MOT702879,,F,North,Sports,19,15734.0,0,16.0,Comprehensive,739.0,0,1
MOT702880,46.0,F,South,SUV,5,14731.0,0,1.9,ThirdParty,469.0,1,0
MOT702881,49.0,M,Central,Sedan,13,20172.0,1,7.1,ThirdParty,585.0,0,1
MOT702882,35.0,F,East,Hatchback,14,6323.0,1,2.8,ThirdParty,700.0,0,1
MOT702883,45.0,M,West,SUV,6,21250.0,0,5.2,Comprehensive,793.0,0,0
MOT702884,21.0,F,Central,Sedan,12,18879.0,1,8.1,Comprehensive,301.0,1,0
MOT702885,37.0,M,North,Van,1,17166.0,0,5.6,Comprehensive,602.0,0,0
MOT702886,43.0,F,South,Sedan,4,12812.0,1,28.8,ThirdParty,794.0,1,0
MOT702887,38.0,F,West,SUV,19,17360.0,0,18.4,Comprehensive,715.0,0,1
MOT702888,52.0,F,East,Hatchback,18,13675.0,0,0.1,ThirdParty,477.0,0,1
MOT702889,25.0,M,North,Hatchback,8,14416.0,0,3.9,Comprehensive,,0,0
MOT702890,57.0,M,East,Sedan,6,23789.0,2,15.9,Comprehensive,841.0,0,0
MOT702891,43.0,F,South,Hatchback,3,9697.0,1,6.3,Comprehensive,857.0,0,0
MOT702892,69.0,M,South,SUV,19,8379.0,0,10.6,Comprehensive,880.0,1,0
MOT702893,31.0,M,North,SUV,5,12298.0,0,5.0,Comprehensive,515.0,0,0
MOT702894,30.0,M,North,Sedan,10,7634.0,1,13.7,Comprehensive,357.0,0,0
MOT702895,19.0,F,West,Sedan,5,8688.0,0,4.6,ThirdParty,515.0,0,0
MOT702896,50.0,F,South,SUV,10,12668.0,2,3.9,Comprehensive,557.0,0,1
MOT702897,18.0,M,North,Hatchback,9,13395.0,0,1.8,Comprehensive,665.0,1,0
MOT702898,52.0,F,North,Sedan,16,20174.0,0,3.2,Comprehensive,894.0,0,1
MOT702899,76.0,M,East,SUV,4,8784.0,0,0.1,ThirdParty,598.0,1,0
MOT702900,27.0,F,East,SUV,11,14046.0,0,8.7,Comprehensive,612.0,1,0
MOT702901,36.0,F,East,SUV,19,4794.0,0,5.6,Comprehensive,820.0,0,0
MOT702902,73.0,M,North,SUV,13,15601.0,0,11.7,Comprehensive,328.0,0,1
MOT702903,61.0,F,South,Sedan,13,14163.0,0,5.3,Comprehensive,503.0,1,0
MOT702904,25.0,M,East,Hatchback,16,7670.0,1,15.9,Comprehensive,544.0,0,0
MOT702905,29.0,M,East,Hatchback,10,13672.0,0,9.4,Comprehensive,384.0,0,0
MOT702906,59.0,M,Central,Sedan,1,9308.0,0,4.7,Premium,822.0,1,0
MOT702907,25.0,M,Central,Sedan,3,1000.0,1,2.2,Premium,452.0,0,0
MOT702908,54.0,F,East,Sedan,17,4039.0,0,13.6,Comprehensive,655.0,1,1
MOT702909,23.0,M,North,Hatchback,18,3405.0,0,0.8,Comprehensive,765.0,0,1
MOT702910,44.0,F,East,Sedan,6,13649.0,0,9.7,Comprehensive,827.0,0,0
MOT702911,72.0,F,West,Hatchback,1,9984.0,1,1.1,Comprehensive,789.0,0,0
MOT702912,66.0,F,North,Hatchback,11,12614.0,0,5.2,Premium,818.0,0,0
MOT702913,27.0,M,North,Hatchback,3,13132.0,0,4.1,Comprehensive,643.0,0,0
MOT702914,66.0,M,South,Sedan,12,11526.0,1,0.9,ThirdParty,446.0,0,0
MOT702915,78.0,F,West,SUV,17,11143.0,0,1.0,ThirdParty,313.0,0,0
MOT702916,60.0,M,West,Van,11,16219.0,0,0.8,Comprehensive,603.0,1,0
MOT702917,34.0,M,South,Van,6,6428.0,0,8.1,ThirdParty,621.0,0,0
MOT702918,75.0,F,South,Sedan,17,12584.0,0,0.9,ThirdParty,893.0,0,0
MOT702919,39.0,M,North,Hatchback,16,14252.0,1,8.1,ThirdParty,363.0,0,1
MOT702920,73.0,F,North,SUV,18,14231.0,0,8.5,ThirdParty,557.0,0,1
MOT702921,49.0,F,West,Van,3,7093.0,0,4.6,Comprehensive,820.0,1,0
MOT702922,43.0,F,Central,Hatchback,5,7430.0,0,3.1,Comprehensive,587.0,0,0
MOT702923,33.0,M,East,Sedan,15,5666.0,0,2.8,Comprehensive,317.0,1,0
MOT702924,20.0,M,Central,Hatchback,7,7253.0,1,1.0,ThirdParty,596.0,0,1
MOT702925,19.0,F,Central,SUV,5,13998.0,0,3.1,Comprehensive,610.0,1,0
MOT702926,19.0,F,West,SUV,5,14345.0,0,5.7,Comprehensive,684.0,0,0
MOT702927,47.0,F,North,Sedan,6,10272.0,0,1.2,ThirdParty,485.0,0,0
MOT702928,52.0,F,East,Sedan,17,10516.0,0,6.0,Comprehensive,849.0,0,0
MOT702929,20.0,M,South,SUV,0,6488.0,0,21.0,ThirdParty,750.0,1,0
MOT702930,74.0,M,Central,SUV,19,17199.0,0,2.5,Comprehensive,788.0,1,0
MOT702931,34.0,F,North,Sedan,10,1000.0,0,4.1,Comprehensive,825.0,1,0
MOT702932,79.0,F,West,Sedan,9,17667.0,0,3.8,Premium,657.0,0,0
MOT702933,45.0,F,North,Sedan,17,18197.0,2,0.8,Comprehensive,300.0,1,1
MOT702934,46.0,F,North,Hatchback,18,9847.0,1,6.0,Comprehensive,302.0,0,0
MOT702935,55.0,F,Central,Sports,17,14225.0,1,0.4,ThirdParty,867.0,0,1
MOT702936,37.0,F,South,Sports,17,15558.0,1,5.8,ThirdParty,704.0,0,1
MOT702937,20.0,F,Central,SUV,10,11760.0,0,27.2,Comprehensive,505.0,0,1
MOT702938,63.0,F,Central,Sedan,1,11259.0,0,0.4,Comprehensive,382.0,0,0
MOT702939,33.0,F,North,Hatchback,19,15107.0,1,7.5,ThirdParty,540.0,0,1
MOT702940,48.0,F,South,Hatchback,1,7874.0,1,3.2,Comprehensive,493.0,1,0
MOT702941,74.0,F,West,SUV,2,10675.0,0,16.2,Comprehensive,495.0,0,0
MOT702942,,F,Central,SUV,17,16174.0,0,20.8,Premium,639.0,0,1
MOT702943,75.0,M,Central,SUV,18,14245.0,0,2.5,Comprehensive,787.0,1,0
MOT702944,32.0,M,Central,Hatchback,2,11871.0,0,3.8,ThirdParty,398.0,0,0
MOT702945,44.0,F,South,Sedan,8,14965.0,0,4.1,Comprehensive,859.0,0,1
MOT702946,51.0,F,West,Sedan,17,9216.0,0,3.9,Premium,864.0,0,0
MOT702947,43.0,F,North,Hatchback,18,11852.0,1,1.4,ThirdParty,327.0,0,0
MOT702948,27.0,M,North,Sedan,15,19131.0,0,3.3,Comprehensive,890.0,0,0
MOT702949,20.0,M,West,Sports,18,23217.0,0,1.7,Comprehensive,827.0,0,1
MOT702950,31.0,M,North,Sedan,18,10830.0,0,0.1,Comprehensive,512.0,0,0
MOT702951,56.0,F,South,Sports,9,17044.0,1,9.9,Comprehensive,642.0,0,1
MOT702952,25.0,M,Central,Hatchback,1,8301.0,0,15.5,ThirdParty,826.0,1,0
MOT702953,32.0,F,Central,SUV,15,12038.0,0,2.6,ThirdParty,574.0,0,0
MOT702954,,M,South,Hatchback,4,10683.0,1,0.6,ThirdParty,857.0,1,0
MOT702955,21.0,M,East,SUV,12,9417.0,2,1.9,Premium,448.0,1,1
MOT702956,34.0,M,West,Sedan,2,16670.0,0,21.1,Comprehensive,302.0,0,0
MOT702957,78.0,F,Central,Hatchback,16,11576.0,0,1.5,Comprehensive,627.0,0,0
MOT702958,49.0,M,West,Hatchback,6,14308.0,0,1.6,ThirdParty,300.0,1,0
MOT702959,39.0,F,West,Sedan,1,,1,5.9,ThirdParty,849.0,0,1
MOT702960,60.0,M,Central,Sedan,17,9601.0,0,1.5,ThirdParty,526.0,0,0
MOT702961,30.0,M,South,Hatchback,11,15528.0,0,6.3,Comprehensive,761.0,0,1
MOT702962,65.0,M,North,Sedan,4,9445.0,0,2.6,Comprehensive,764.0,0,0
MOT702963,63.0,F,Central,SUV,17,11507.0,0,7.6,Comprehensive,535.0,0,1
MOT702964,18.0,M,Central,SUV,7,17752.0,0,6.3,Comprehensive,506.0,0,1
MOT702965,61.0,M,Central,Van,8,11289.0,1,4.6,ThirdParty,551.0,1,0
MOT702966,76.0,M,North,Hatchback,17,12132.0,1,0.9,ThirdParty,368.0,0,1
MOT702967,66.0,M,West,Van,10,13407.0,0,3.1,Comprehensive,592.0,1,0
MOT702968,45.0,M,East,Van,18,8848.0,0,9.9,ThirdParty,434.0,1,1
MOT702969,79.0,F,East,Hatchback,3,8740.0,1,0.6,ThirdParty,669.0,0,0
MOT702970,58.0,F,East,Hatchback,19,,0,1.7,ThirdParty,728.0,0,0
MOT702971,48.0,F,North,Sports,10,17257.0,0,2.9,ThirdParty,686.0,1,0
MOT702972,75.0,M,Central,Hatchback,16,18111.0,0,6.2,Comprehensive,384.0,0,1
MOT702973,76.0,M,North,Hatchback,16,9298.0,0,2.2,ThirdParty,371.0,0,0
MOT702974,42.0,M,North,Sports,4,14276.0,0,0.8,ThirdParty,410.0,1,0
MOT702975,31.0,M,East,Sedan,10,19834.0,1,1.2,Comprehensive,526.0,0,0
MOT702976,55.0,F,North,Sedan,4,17140.0,0,6.1,ThirdParty,485.0,1,0
MOT702977,41.0,M,North,Sports,8,8469.0,0,11.7,Premium,673.0,0,1
MOT702978,48.0,M,North,Van,11,13815.0,0,13.1,ThirdParty,463.0,1,0
MOT702979,27.0,M,West,Sedan,19,5679.0,0,0.4,Comprehensive,576.0,0,0
MOT702980,68.0,F,North,Sedan,3,14708.0,0,2.1,Comprehensive,748.0,0,1
MOT702981,25.0,F,West,Van,18,16582.0,0,0.9,Comprehensive,731.0,0,0
MOT702982,39.0,M,Central,Hatchback,16,14240.0,0,9.6,Comprehensive,380.0,0,1
MOT702983,35.0,F,North,Sedan,19,10106.0,1,3.2,Comprehensive,373.0,0,0
MOT702984,64.0,F,South,Hatchback,5,9934.0,1,2.9,Comprehensive,790.0,0,1
MOT702985,36.0,M,Central,Hatchback,18,17564.0,1,6.1,Comprehensive,557.0,1,0
MOT702986,19.0,F,South,Hatchback,0,8980.0,1,14.9,ThirdParty,,0,1
MOT702987,27.0,F,North,SUV,14,15317.0,0,9.6,ThirdParty,300.0,1,0
MOT702988,54.0,F,East,Hatchback,13,20780.0,0,8.7,ThirdParty,492.0,0,0
MOT702989,72.0,F,South,Sedan,3,14356.0,0,1.5,Comprehensive,891.0,0,0
MOT702990,47.0,M,East,Sedan,19,9519.0,0,1.2,Comprehensive,632.0,0,0
MOT702991,61.0,M,North,Van,11,15828.0,0,7.6,ThirdParty,304.0,0,0
MOT702992,68.0,F,East,Hatchback,4,3137.0,0,3.6,Comprehensive,505.0,0,0
MOT702993,35.0,F,Central,Sedan,5,12506.0,0,3.6,Comprehensive,455.0,0,0
MOT702994,66.0,M,West,Van,8,8089.0,0,3.7,Premium,334.0,1,0
MOT702995,,M,Central,Hatchback,2,11114.0,0,2.7,Comprehensive,879.0,0,0
MOT702996,53.0,F,South,SUV,15,2514.0,1,2.4,Comprehensive,389.0,0,1
MOT702997,74.0,M,South,Sedan,19,16981.0,0,4.4,Comprehensive,633.0,0,1
MOT702998,35.0,M,North,Sedan,8,6013.0,0,6.4,Comprehensive,371.0,0,0
MOT702999,52.0,F,Central,Sedan,19,12413.0,1,6.4,Comprehensive,770.0,0,0
MOT703000,23.0,M,Central,SUV,8,13938.0,1,5.6,ThirdParty,727.0,0,0
MOT703001,67.0,M,East,SUV,3,15372.0,0,1.4,Comprehensive,344.0,1,0
MOT703002,75.0,M,West,Hatchback,0,7349.0,0,3.4,Comprehensive,474.0,0,0
MOT703003,41.0,F,West,Sedan,5,11295.0,0,1.9,Comprehensive,501.0,0,0
MOT703004,46.0,F,North,Sports,3,11916.0,0,2.0,ThirdParty,530.0,1,0
MOT703005,73.0,M,East,Hatchback,9,12021.0,0,0.1,Comprehensive,334.0,0,0
MOT703006,67.0,F,South,Hatchback,1,12630.0,2,1.9,Premium,581.0,0,1
MOT703007,32.0,F,East,Sedan,19,17011.0,1,3.0,Comprehensive,596.0,0,1
MOT703008,43.0,F,West,Sedan,4,9257.0,1,0.2,ThirdParty,433.0,0,0
MOT703009,32.0,M,East,SUV,14,8478.0,0,6.6,ThirdParty,814.0,0,0
MOT703010,53.0,F,West,Hatchback,16,17865.0,1,4.3,Premium,751.0,0,0
MOT703011,64.0,M,East,Sedan,4,19538.0,1,14.6,Comprehensive,894.0,1,0
MOT703012,25.0,F,West,Sedan,10,19979.0,0,0.8,Premium,497.0,1,0
MOT703013,43.0,F,Central,Hatchback,8,11629.0,0,0.6,Comprehensive,395.0,0,0
MOT703014,22.0,M,Central,Hatchback,2,11630.0,1,2.6,Comprehensive,688.0,0,0
MOT703015,31.0,M,East,Sedan,6,8889.0,0,5.8,Comprehensive,851.0,0,1
MOT703016,44.0,F,South,Hatchback,8,9502.0,0,2.0,ThirdParty,732.0,1,0
MOT703017,77.0,M,East,Hatchback,10,10572.0,0,9.4,Comprehensive,429.0,0,0
MOT703018,24.0,F,Central,Hatchback,8,14044.0,1,1.7,Comprehensive,852.0,0,0
MOT703019,21.0,F,South,Sedan,16,,0,2.0,Premium,305.0,0,1
MOT703020,69.0,M,North,Sedan,13,8035.0,0,20.5,ThirdParty,642.0,1,0
MOT703021,47.0,F,West,Hatchback,4,,0,6.1,ThirdParty,787.0,0,0
MOT703022,33.0,M,West,Hatchback,2,19177.0,0,10.0,ThirdParty,676.0,1,0
MOT703023,62.0,M,East,Hatchback,12,11908.0,0,9.8,Comprehensive,749.0,1,0
MOT703024,52.0,F,South,Hatchback,19,12680.0,1,4.6,Comprehensive,889.0,0,0
MOT703025,66.0,M,East,SUV,11,2163.0,0,0.6,Comprehensive,,1,0
MOT703026,55.0,M,North,Sedan,15,6641.0,0,0.1,Comprehensive,742.0,1,0
MOT703027,67.0,M,West,SUV,8,14546.0,0,4.8,ThirdParty,455.0,0,1
MOT703028,75.0,M,North,SUV,8,5295.0,0,9.0,Comprehensive,396.0,0,1
MOT703029,23.0,M,East,Sedan,16,8480.0,1,1.2,Comprehensive,324.0,0,0
MOT703030,47.0,F,West,SUV,6,11643.0,1,12.7,ThirdParty,648.0,0,1
MOT703031,31.0,F,Central,Hatchback,5,5000.0,0,22.5,ThirdParty,417.0,1,0
MOT703032,75.0,F,Central,SUV,10,15515.0,1,0.5,ThirdParty,536.0,0,0
MOT703033,23.0,F,Central,SUV,12,11718.0,0,3.9,Comprehensive,640.0,1,0
MOT703034,48.0,F,Central,Hatchback,11,9931.0,1,0.5,Comprehensive,436.0,0,1
MOT703035,42.0,F,West,Hatchback,9,12026.0,0,1.5,Comprehensive,533.0,0,0
MOT703036,45.0,F,West,Van,18,10258.0,0,7.4,ThirdParty,763.0,0,0
MOT703037,37.0,F,Central,SUV,9,18067.0,0,6.1,Comprehensive,554.0,1,0
MOT703038,78.0,M,South,Sports,18,15884.0,0,30.0,Comprehensive,500.0,1,0
MOT703039,18.0,F,Central,Hatchback,11,23557.0,0,1.0,Comprehensive,714.0,0,1
MOT703040,33.0,F,West,Sedan,18,11976.0,1,0.5,ThirdParty,449.0,0,0
MOT703041,65.0,F,Central,Sedan,8,21984.0,0,2.2,Comprehensive,745.0,0,0
MOT703042,47.0,M,West,Sedan,0,8324.0,1,6.5,ThirdParty,875.0,0,0
MOT703043,79.0,F,North,Hatchback,4,17557.0,1,5.3,ThirdParty,766.0,1,0
MOT703044,68.0,F,West,Sedan,18,12318.0,0,10.0,Comprehensive,608.0,0,0
MOT703045,44.0,F,Central,Hatchback,2,12635.0,0,1.6,ThirdParty,893.0,0,1
MOT703046,36.0,M,West,Hatchback,5,12707.0,0,4.6,Premium,360.0,0,0
MOT703047,62.0,M,North,SUV,5,15622.0,2,2.9,Comprehensive,418.0,0,0
MOT703048,48.0,M,East,Sports,1,12438.0,1,2.8,Comprehensive,612.0,1,0
MOT703049,42.0,F,North,Sedan,14,2853.0,0,0.7,ThirdParty,649.0,0,0
MOT703050,73.0,F,North,Sports,13,10953.0,0,0.6,ThirdParty,425.0,0,1
MOT703051,36.0,M,West,Sedan,16,11688.0,1,5.8,Comprehensive,869.0,1,0
MOT703052,21.0,F,North,Sedan,12,12695.0,0,0.3,Premium,456.0,0,0
MOT703053,49.0,M,South,Hatchback,5,16124.0,0,2.9,Comprehensive,699.0,0,0
MOT703054,51.0,F,Central,Van,18,11513.0,0,8.6,ThirdParty,399.0,0,0
MOT703055,45.0,M,West,Hatchback,2,9344.0,0,2.7,Comprehensive,591.0,0,0
MOT703056,26.0,F,West,SUV,12,16958.0,0,0.4,Comprehensive,799.0,0,0
MOT703057,59.0,F,North,Hatchback,0,13976.0,1,5.9,ThirdParty,479.0,0,0
MOT703058,57.0,M,South,Hatchback,0,12263.0,1,5.0,Comprehensive,727.0,0,0
MOT703059,34.0,F,North,Sedan,0,11066.0,0,1.6,Comprehensive,755.0,0,0
MOT703060,45.0,F,West,Sedan,3,10387.0,0,6.1,Comprehensive,338.0,0,1
MOT703061,23.0,F,West,Van,12,8916.0,0,7.5,Comprehensive,803.0,1,0
MOT703062,,F,North,Hatchback,15,6929.0,1,10.4,Comprehensive,392.0,0,0
MOT703063,56.0,M,East,Hatchback,3,14978.0,0,1.8,Premium,655.0,0,0
MOT703064,70.0,F,North,SUV,12,14633.0,1,3.0,Comprehensive,514.0,0,0
MOT703065,53.0,M,West,Sedan,6,9767.0,0,2.7,Comprehensive,332.0,0,0
MOT703066,52.0,F,East,Sedan,2,7633.0,1,0.2,Comprehensive,535.0,1,0
MOT703067,40.0,M,Central,Hatchback,4,9203.0,0,5.6,Premium,371.0,0,0
MOT703068,62.0,M,Central,Hatchback,16,13853.0,0,0.5,Comprehensive,320.0,0,0
MOT703069,,F,Central,Hatchback,0,17013.0,1,4.1,Premium,517.0,0,0
MOT703070,43.0,F,Central,Van,15,6389.0,0,2.0,Comprehensive,,1,0
MOT703071,65.0,F,Central,Van,6,15094.0,0,8.6,Premium,813.0,0,0
MOT703072,30.0,F,South,Sedan,18,18651.0,0,2.2,Comprehensive,827.0,1,0
MOT703073,72.0,M,East,Hatchback,8,15148.0,1,1.1,Premium,628.0,0,0
MOT703074,78.0,M,North,Hatchback,10,8590.0,0,3.2,Premium,792.0,0,1
MOT703075,19.0,M,West,SUV,8,6853.0,1,2.7,Comprehensive,337.0,1,0
MOT703076,36.0,M,South,Hatchback,9,11162.0,0,7.8,ThirdParty,352.0,1,0
MOT703077,54.0,M,Central,SUV,11,18479.0,1,4.1,Comprehensive,532.0,0,0
MOT703078,19.0,F,Central,SUV,6,15371.0,0,2.2,Comprehensive,737.0,0,1
MOT703079,37.0,M,West,SUV,6,11018.0,0,2.4,ThirdParty,810.0,0,1
MOT703080,49.0,F,South,Hatchback,14,17536.0,1,12.0,ThirdParty,666.0,0,0
MOT703081,29.0,M,East,SUV,5,10063.0,0,2.2,Comprehensive,563.0,0,0
MOT703082,72.0,F,North,Sedan,18,10012.0,0,0.9,Premium,366.0,0,0
MOT703083,35.0,F,West,Hatchback,11,10939.0,0,2.4,Comprehensive,700.0,0,0
MOT703084,36.0,M,South,Hatchback,2,6712.0,0,2.7,ThirdParty,759.0,0,0
MOT703085,,F,West,Hatchback,14,8707.0,2,5.2,ThirdParty,559.0,0,0
MOT703086,22.0,F,South,SUV,3,5107.0,1,1.7,Comprehensive,649.0,0,1
MOT703087,40.0,M,West,Hatchback,12,8075.0,0,3.7,Comprehensive,498.0,1,0
MOT703088,35.0,M,North,Hatchback,8,26253.0,0,0.9,ThirdParty,465.0,0,0
MOT703089,69.0,F,Central,Hatchback,10,15652.0,0,3.4,Comprehensive,427.0,1,0
MOT703090,48.0,F,South,SUV,10,10556.0,0,1.5,Premium,598.0,1,0
MOT703091,58.0,F,East,Sports,7,10680.0,0,6.7,Comprehensive,657.0,0,0
MOT703092,64.0,F,East,Van,5,7988.0,1,2.7,Comprehensive,777.0,0,0
MOT703093,23.0,F,North,Sedan,12,17524.0,0,3.5,Comprehensive,857.0,1,0
MOT703094,49.0,M,East,SUV,2,8770.0,0,5.7,Comprehensive,885.0,0,0
MOT703095,77.0,M,Central,SUV,9,12494.0,0,0.2,Premium,312.0,0,0
MOT703096,67.0,F,West,Sports,6,10956.0,0,0.1,ThirdParty,323.0,0,0
MOT703097,56.0,F,East,Van,16,12692.0,0,4.5,Comprehensive,645.0,0,0
MOT703098,,M,West,SUV,6,6187.0,0,9.0,ThirdParty,362.0,0,0
MOT703099,41.0,M,North,SUV,19,13514.0,1,0.6,ThirdParty,432.0,1,0
MOT703100,31.0,M,West,Sedan,4,6748.0,0,10.9,ThirdParty,342.0,0,0
MOT703101,38.0,M,South,Sedan,0,12101.0,0,19.9,ThirdParty,846.0,0,0
MOT703102,36.0,M,North,Van,0,18157.0,0,5.8,Premium,335.0,0,0
MOT703103,24.0,F,North,Van,7,,1,4.1,ThirdParty,633.0,1,0
MOT703104,35.0,M,East,Sedan,11,12676.0,0,2.5,Comprehensive,473.0,1,0
MOT703105,27.0,F,West,SUV,12,3601.0,0,5.7,Comprehensive,707.0,0,0
MOT703106,78.0,M,Central,SUV,16,19609.0,0,0.9,Comprehensive,851.0,0,0
MOT703107,52.0,F,Central,Sedan,0,17080.0,0,8.2,Premium,620.0,1,0
MOT703108,79.0,F,North,Van,0,10670.0,1,1.3,Comprehensive,882.0,0,0
MOT703109,46.0,F,West,Hatchback,6,14836.0,0,0.1,Comprehensive,690.0,1,0
MOT703110,58.0,M,South,Hatchback,5,18707.0,0,4.5,Comprehensive,667.0,0,0
MOT703111,40.0,F,Central,Sedan,14,13989.0,0,3.6,ThirdParty,723.0,0,0
MOT703112,74.0,M,Central,Sports,10,14413.0,0,9.8,ThirdParty,839.0,0,1
MOT703113,36.0,M,North,Sedan,5,13214.0,0,6.3,Comprehensive,639.0,0,0
MOT703114,75.0,M,East,Sedan,18,10966.0,2,2.2,Comprehensive,330.0,0,1
MOT703115,69.0,M,West,SUV,9,8940.0,1,0.1,Comprehensive,692.0,0,0
MOT703116,70.0,F,East,Van,19,,0,1.1,ThirdParty,835.0,0,0
MOT703117,56.0,M,West,Sedan,6,11158.0,0,1.0,ThirdParty,750.0,0,1
MOT703118,54.0,M,North,Sedan,0,19561.0,0,26.1,Premium,388.0,0,0
MOT703119,,M,East,Van,18,11223.0,0,5.8,Comprehensive,536.0,0,0
MOT703120,29.0,M,West,SUV,6,21504.0,0,2.9,Comprehensive,750.0,0,0
MOT703121,,F,West,Hatchback,16,7327.0,0,0.5,Comprehensive,320.0,0,0
MOT703122,30.0,M,Central,Van,1,20644.0,0,1.2,Comprehensive,315.0,0,0
MOT703123,47.0,F,South,Van,2,16647.0,1,2.2,Comprehensive,349.0,1,0
MOT703124,37.0,F,South,Van,10,3811.0,0,8.1,Comprehensive,776.0,0,0
MOT703125,52.0,F,Central,Sedan,10,9251.0,0,3.0,ThirdParty,604.0,0,1
MOT703126,55.0,M,West,Sedan,0,9117.0,2,1.8,ThirdParty,665.0,1,0
MOT703127,77.0,M,North,Sedan,14,7565.0,0,0.8,Comprehensive,636.0,0,0
MOT703128,75.0,M,South,Sedan,11,15798.0,1,3.1,ThirdParty,466.0,0,1
MOT703129,56.0,M,North,Sedan,13,12860.0,1,11.7,ThirdParty,788.0,0,1
MOT703130,62.0,F,Central,Hatchback,16,13472.0,0,15.1,Comprehensive,376.0,1,0
MOT703131,44.0,F,West,Sedan,3,1000.0,0,2.7,ThirdParty,480.0,1,0
MOT703132,51.0,M,Central,Sedan,18,7950.0,0,4.4,ThirdParty,,0,1
MOT703133,43.0,F,East,Hatchback,16,11184.0,1,2.6,Comprehensive,624.0,0,1
MOT703134,42.0,M,North,Van,1,24182.0,1,1.9,ThirdParty,847.0,0,0
