policy_id,policy_start_date,age,occupation,region,policy_type,channel,payment_frequency,policy_tenure_years,annual_premium,sum_assured,num_late_payments,claims_count,has_agent,will_lapse
POL102312,2022-08-03,45.0,Tailor,East,WholeLife,Bancassurance,Quarterly,2.3,7555.0,370195.0,1,1,0,1
POL102313,2020-02-03,,Security Guard,North,Term,Agent,Monthly,1.3,9629.0,481450.0,2,0,1,1
POL102314,2019-05-17,32.0,,East,WholeLife,Agent,Monthly,0.7,10583.0,232826.0,3,0,1,0
POL102315,2021-04-01,21.0,Police Officer,West,Term,Online,Monthly,4.3,7272.0,421776.0,1,1,0,1
POL102316,2024-12-03,,Engineer,West,ULIP,Bancassurance,Annual,6.1,9280.0,250560.0,3,0,0,0
POL102317,2022-06-05,42.0,,North,Endowment,Online,Monthly,2.9,5986.0,191552.0,0,0,0,0
POL102318,2022-04-20,62.0,Carpenter,Central,Term,Agent,Monthly,2.7,31980.0,735540.0,2,1,1,1
POL102319,2022-11-18,58.0,Mechanic,North,ULIP,Broker,Annual,10.9,16807.0,352947.0,2,0,0,1
POL102320,2022-01-22,25.0,Carpenter,Central,Term,Agent,Monthly,4.7,11345.0,294970.0,0,1,1,1
POL102321,2020-04-25,22.0,,Central,WholeLife,Broker,Monthly,2.5,17784.0,373464.0,0,1,0,1
POL102322,2024-12-06,37.0,Tailor,West,ULIP,Agent,Quarterly,2.1,3679.0,172913.0,3,0,1,1
POL102323,2020-05-15,52.0,Carpenter,East,WholeLife,Broker,Monthly,1.9,2755.0,112955.0,2,2,0,0
POL102324,2022-11-09,,Banker,North,ULIP,Broker,Annual,3.4,8106.0,259392.0,2,1,0,0
POL102325,2024-03-20,61.0,Chef,South,Term,Agent,Monthly,3.4,4968.0,193752.0,1,0,1,0
POL102326,2022-12-19,37.0,Doctor,East,Endowment,Bancassurance,Quarterly,6.3,8793.0,369306.0,1,0,0,0
POL102327,2024-09-09,29.0,Salesperson,North,ULIP,Agent,Monthly,1.0,10969.0,252287.0,1,0,1,0
POL102328,2020-01-27,22.0,Software Developer,West,Term,Agent,Annual,6.5,15681.0,439068.0,1,0,1,0
POL102329,2022-11-14,28.0,Chef,Central,Endowment,Agent,Annual,4.6,5602.0,302508.0,0,0,1,0
POL102330,2019-07-23,24.0,Engineer,West,Term,Online,Annual,1.7,12086.0,181290.0,1,0,0,1
POL102331,2022-05-10,63.0,Mechanic,Central,ULIP,Agent,Annual,1.2,9969.0,578202.0,0,0,1,0
POL102332,2020-02-08,34.0,Civil Servant,East,Term,Online,Quarterly,4.5,11775.0,682950.0,0,1,0,0
POL102333,2022-12-18,61.0,Engineer,South,Term,Broker,Monthly,2.9,7632.0,198432.0,0,0,0,0
POL102334,2020-12-19,48.0,Lawyer,North,WholeLife,Bancassurance,Monthly,0.7,19763.0,573127.0,2,0,0,1
POL102335,2019-10-10,47.0,Police Officer,East,ULIP,Agent,Monthly,2.3,9398.0,225552.0,1,0,1,0
POL102336,2024-03-20,43.0,Nurse,North,Term,Online,Monthly,4.9,24031.0,961240.0,1,0,0,1
POL102337,2024-05-27,61.0,Teacher,West,Term,Agent,Monthly,4.8,6666.0,159984.0,1,0,1,0
POL102338,2020-01-11,23.0,Driver,Central,ULIP,Agent,Quarterly,3.3,14349.0,717450.0,1,2,1,0
POL102339,2020-04-03,25.0,Shop Owner,North,Term,Broker,Quarterly,4.7,9606.0,307392.0,3,0,0,0
POL102340,2019-03-25,41.0,Carpenter,East,Endowment,Broker,Annual,3.7,8401.0,487258.0,2,0,0,0
POL102341,2023-01-13,40.0,Driver,East,ULIP,Agent,Monthly,3.3,13577.0,719581.0,2,0,1,0
POL102342,2024-05-19,47.0,Police Officer,South,Term,Agent,Quarterly,1.3,8522.0,281226.0,1,0,1,0
POL102343,2020-05-03,57.0,Software Developer,South,Term,Agent,Quarterly,5.0,2615.0,107215.0,1,0,1,1
POL102344,2021-09-20,49.0,Mechanic,West,Term,Agent,Annual,2.8,2140.0,34240.0,0,0,1,0
POL102345,2023-04-02,33.0,Carpenter,South,Term,Agent,Quarterly,5.9,18699.0,336582.0,2,0,1,0
POL102346,2021-08-31,37.0,Welder,North,Endowment,Agent,Monthly,4.5,18309.0,677433.0,6,1,1,1
POL102347,2023-07-16,57.0,Engineer,West,Term,Agent,Monthly,0.1,25430.0,915480.0,1,0,1,1
POL102348,2023-07-17,30.0,Nurse,North,WholeLife,Agent,Annual,2.4,9811.0,313952.0,0,1,1,0
POL102349,2023-06-19,45.0,,South,ULIP,Bancassurance,Quarterly,1.8,5186.0,98534.0,1,0,0,0
POL102350,2023-04-22,47.0,Pharmacist,North,Term,Bancassurance,Annual,1.3,8024.0,417248.0,2,0,0,0
POL102351,2021-08-01,57.0,Architect,East,Endowment,Online,Quarterly,3.4,9954.0,328482.0,1,0,0,1
POL102352,2021-05-15,56.0,Banker,South,Endowment,Agent,Quarterly,1.1,5982.0,215352.0,1,0,1,0
POL102353,2022-08-28,43.0,Welder,South,Endowment,Bancassurance,Quarterly,0.7,22568.0,744744.0,0,0,0,0
POL102354,2019-08-24,36.0,Farmer,South,Endowment,Agent,Annual,0.7,30326.0,1122062.0,2,0,1,1
POL102355,2022-08-08,39.0,Plumber,East,Term,Bancassurance,Annual,0.8,12571.0,553124.0,1,0,0,0
POL102356,2019-03-13,41.0,Security Guard,West,Term,Agent,Monthly,3.3,9844.0,482356.0,1,0,1,1
POL102357,2023-05-04,31.0,Security Guard,Central,Term,Broker,Monthly,10.9,5180.0,202020.0,2,0,0,0
POL102358,2022-08-24,51.0,Plumber,West,Term,Agent,Monthly,1.5,,471768.0,0,0,1,0
POL102359,2022-01-02,31.0,Chef,East,ULIP,Bancassurance,Monthly,6.8,10282.0,555228.0,1,0,0,1
POL102360,2020-10-28,52.0,Shop Owner,East,WholeLife,Agent,Annual,0.8,8565.0,231255.0,0,0,1,1
POL102361,2022-01-21,57.0,Plumber,East,ULIP,Bancassurance,Annual,1.6,12589.0,188835.0,1,0,0,1
POL102362,2022-10-29,68.0,Shop Owner,North,WholeLife,Online,Monthly,6.7,7385.0,118160.0,0,0,0,0
POL102363,2023-02-14,26.0,Lawyer,East,Endowment,Agent,Monthly,4.7,10651.0,521899.0,4,0,1,1
POL102364,2024-07-23,58.0,Nurse,West,Term,Bancassurance,Monthly,4.8,4812.0,153984.0,1,0,0,1
POL102365,2020-01-10,25.0,Electrician,Central,WholeLife,Agent,Annual,5.8,17044.0,272704.0,1,0,1,1
POL102366,2019-04-07,37.0,Engineer,North,Term,Online,Quarterly,11.1,9394.0,479094.0,0,0,0,1
POL102367,2022-12-06,29.0,Tailor,West,Term,Agent,Monthly,4.3,17666.0,494648.0,0,0,1,0
POL102368,2019-12-25,28.0,Engineer,North,WholeLife,Bancassurance,Monthly,0.6,8950.0,528050.0,1,0,0,1
POL102369,2019-11-23,29.0,,North,ULIP,Bancassurance,Quarterly,6.1,9246.0,499284.0,3,0,0,0
POL102370,2020-08-27,23.0,Police Officer,North,WholeLife,Online,Monthly,5.5,5398.0,91766.0,0,1,0,1
POL102371,2023-05-14,61.0,Police Officer,North,Term,Bancassurance,Annual,6.4,14471.0,665666.0,2,0,0,0
POL102372,2019-05-18,23.0,Chef,North,ULIP,Broker,Annual,1.4,6387.0,268254.0,1,1,0,0
POL102373,2021-05-05,40.0,,East,Term,Online,Monthly,3.1,7760.0,170720.0,1,0,0,0
POL102374,2019-08-21,55.0,Chef,Central,Term,Agent,Monthly,0.3,9902.0,297060.0,0,0,1,0
POL102375,2024-01-22,69.0,Police Officer,West,WholeLife,Online,Monthly,1.4,10516.0,389092.0,1,0,0,0
POL102376,2023-08-04,62.0,Farmer,West,Endowment,Agent,Monthly,2.3,4217.0,88557.0,1,0,1,0
POL102377,2019-07-14,27.0,Plumber,North,ULIP,Online,Monthly,1.8,8818.0,414446.0,2,1,0,0
POL102378,2020-08-25,69.0,Tailor,Central,WholeLife,Agent,Monthly,6.3,14730.0,397710.0,1,0,1,0
POL102379,2021-10-10,53.0,Driver,East,WholeLife,Bancassurance,Monthly,1.7,8191.0,466887.0,1,1,0,0
POL102380,2021-10-02,29.0,Tailor,North,Term,Online,Annual,17.3,8845.0,451095.0,1,0,0,0
POL102381,2020-01-03,42.0,Electrician,West,Term,Online,Monthly,1.5,10734.0,461562.0,1,0,0,0
POL102382,2021-10-23,65.0,Farmer,West,WholeLife,Agent,Annual,2.8,9293.0,185860.0,0,0,1,0
POL102383,2024-03-26,40.0,Salesperson,East,Endowment,Agent,Monthly,0.3,5912.0,94592.0,1,0,1,1
POL102384,2020-04-30,29.0,Carpenter,West,Endowment,Bancassurance,Monthly,3.3,9719.0,204099.0,2,1,0,0
POL102385,2019-10-03,63.0,Teacher,West,Term,Online,Monthly,1.9,16269.0,601953.0,3,1,0,1
POL102386,2021-04-28,67.0,Driver,East,Term,Broker,Monthly,14.5,5851.0,292550.0,2,0,0,0
POL102387,2021-12-03,68.0,Carpenter,South,WholeLife,Online,Monthly,2.7,8207.0,172347.0,0,0,0,0
POL102388,2020-09-18,67.0,Chef,Central,Endowment,Agent,Annual,0.3,4960.0,228160.0,0,0,1,0
POL102389,2019-08-20,63.0,Shop Owner,West,ULIP,Online,Annual,0.4,15846.0,269382.0,1,0,0,1
POL102390,2019-07-07,43.0,Software Developer,East,Term,Bancassurance,Monthly,0.3,9450.0,245700.0,2,0,0,1
POL102391,2023-10-21,30.0,Nurse,West,Term,Agent,Monthly,1.5,6470.0,265270.0,0,0,1,0
POL102392,2019-10-17,51.0,Welder,South,Endowment,Online,Monthly,1.3,10364.0,538928.0,2,0,0,0
POL102393,2020-09-12,31.0,Police Officer,Central,WholeLife,Agent,Quarterly,13.2,5422.0,265678.0,0,0,1,0
POL102394,2023-08-04,44.0,Shop Owner,West,Term,Agent,Monthly,0.7,5903.0,224314.0,0,0,1,0
POL102395,2022-07-30,53.0,Farmer,West,Term,Agent,Monthly,4.1,4769.0,76304.0,2,1,1,0
POL102396,2019-02-24,67.0,Chef,South,Endowment,Online,Annual,1.9,5806.0,162568.0,0,0,0,1
POL102397,2020-01-10,35.0,Salesperson,South,Term,Bancassurance,Annual,4.3,19510.0,975500.0,0,0,0,0
POL102398,2021-11-02,33.0,Plumber,Central,Endowment,Agent,Quarterly,1.4,6860.0,123480.0,2,0,1,0
POL102399,2021-02-12,57.0,Shop Owner,West,Endowment,Bancassurance,Monthly,0.2,12495.0,574770.0,1,0,0,0
POL102400,2024-12-15,21.0,Security Guard,North,Term,Bancassurance,Monthly,0.9,6515.0,299690.0,2,1,0,0
POL102401,2019-09-08,48.0,Driver,Central,Endowment,Agent,Monthly,1.6,14469.0,694512.0,1,0,1,1
POL102402,2019-02-27,57.0,Farmer,North,Term,Agent,Quarterly,8.5,5925.0,142200.0,2,0,1,0
POL102403,2022-04-26,47.0,Plumber,East,ULIP,Agent,Quarterly,4.7,10093.0,262418.0,1,0,1,0
POL102404,2024-10-10,39.0,Salesperson,East,ULIP,Agent,Monthly,0.9,10162.0,233726.0,0,1,1,1
POL102405,2019-01-08,61.0,Doctor,South,ULIP,Broker,Annual,2.3,31695.0,1014240.0,4,0,0,1
POL102406,2023-12-29,39.0,Plumber,East,ULIP,Bancassurance,Monthly,1.4,13565.0,515470.0,2,0,0,1
POL102407,2024-12-24,55.0,Salesperson,North,Endowment,Agent,Quarterly,0.1,7358.0,147160.0,2,0,1,1
POL102408,2021-07-04,43.0,Doctor,West,Term,Online,Monthly,0.6,13940.0,557600.0,3,0,0,1
POL102409,2021-07-04,22.0,Shop Owner,West,Endowment,Agent,Monthly,4.9,28828.0,720700.0,2,0,1,1
POL102410,2024-12-23,46.0,Plumber,Central,Term,Agent,Monthly,3.5,4382.0,175280.0,5,1,1,0
POL102411,2022-10-16,23.0,Salesperson,East,ULIP,Agent,Quarterly,1.9,6495.0,181860.0,2,0,1,0
POL102412,2022-04-17,66.0,Carpenter,East,Term,Agent,Monthly,4.2,8792.0,501144.0,0,1,1,0
POL102413,2020-09-22,50.0,Lawyer,North,Endowment,Agent,Monthly,6.8,8034.0,232986.0,0,0,1,0
POL102414,2024-08-11,39.0,Accountant,South,Endowment,Agent,Quarterly,6.5,8380.0,452520.0,1,0,1,0
POL102415,2020-07-11,44.0,Engineer,East,ULIP,Agent,Quarterly,0.5,5156.0,113432.0,1,0,1,0
POL102416,2021-05-13,51.0,Accountant,East,Term,Online,Quarterly,9.6,19970.0,359460.0,5,0,0,0
POL102417,2024-02-05,33.0,Plumber,Central,Endowment,Online,Quarterly,0.7,4860.0,111780.0,0,1,0,1
POL102418,2022-01-28,35.0,Accountant,South,Endowment,Agent,Quarterly,5.1,8954.0,295482.0,0,0,1,0
POL102419,2023-07-27,41.0,Salesperson,North,WholeLife,Online,Quarterly,0.4,16696.0,918280.0,0,0,0,0
POL102420,2024-12-28,33.0,Shop Owner,Central,ULIP,Agent,Monthly,0.9,9749.0,214478.0,1,0,1,0
POL102421,2022-11-16,58.0,Civil Servant,East,Term,Broker,Monthly,5.2,6065.0,303250.0,2,0,0,1
POL102422,2019-12-24,26.0,Carpenter,North,ULIP,Agent,Monthly,1.3,5043.0,231978.0,6,0,1,0
POL102423,2023-07-14,61.0,Pharmacist,Central,Term,Online,Monthly,1.2,8822.0,264660.0,0,0,0,0
POL102424,2022-08-12,38.0,Plumber,South,Term,Agent,Monthly,10.2,6778.0,203340.0,1,0,1,0
POL102425,2020-01-21,48.0,Salesperson,Central,Term,Agent,Monthly,0.7,10967.0,625119.0,0,0,1,0
POL102426,2019-09-01,28.0,Teacher,South,Endowment,Online,Monthly,3.6,4911.0,230817.0,0,0,0,0
POL102427,2024-08-17,39.0,Engineer,South,Endowment,Bancassurance,Quarterly,6.9,14861.0,371525.0,0,1,0,0
POL102428,2019-08-21,57.0,Lawyer,South,Endowment,Broker,Quarterly,3.5,10486.0,587216.0,0,0,0,0
POL102429,2021-09-27,34.0,Architect,North,ULIP,Online,Quarterly,2.0,10883.0,359139.0,0,0,0,1
POL102430,2024-12-07,27.0,Driver,Central,Endowment,Agent,Annual,0.1,20344.0,366192.0,2,0,1,1
POL102431,2024-03-26,46.0,Salesperson,East,Term,Bancassurance,Monthly,4.4,7951.0,405501.0,1,0,0,0
POL102432,2024-01-21,28.0,Civil Servant,East,Endowment,Agent,Monthly,4.4,6885.0,371790.0,1,0,1,0
POL102433,2023-06-08,36.0,Welder,South,ULIP,Online,Monthly,3.3,7526.0,255884.0,1,1,0,0
POL102434,2021-11-15,43.0,Salesperson,East,Endowment,Bancassurance,Monthly,3.2,8989.0,413494.0,4,0,0,1
POL102435,2020-09-21,48.0,Salesperson,East,Endowment,Agent,Monthly,4.6,9457.0,236425.0,1,0,1,0
POL102436,2024-05-27,52.0,Engineer,South,Endowment,Online,Annual,0.6,6533.0,346249.0,0,1,0,0
POL102437,2022-06-06,54.0,Teacher,East,Endowment,Agent,Monthly,1.8,3599.0,111569.0,3,1,1,0
POL102438,2021-05-20,62.0,Electrician,East,Term,Agent,Monthly,8.4,7477.0,201879.0,0,0,1,0
POL102439,2024-10-27,24.0,Pharmacist,West,WholeLife,Broker,Monthly,0.3,11848.0,438376.0,1,1,0,1
POL102440,2021-03-24,38.0,Teacher,West,Term,Agent,Monthly,11.8,10595.0,286065.0,1,0,1,0
POL102441,2019-03-23,21.0,,West,Term,Agent,Quarterly,5.6,18030.0,757260.0,0,1,1,0
POL102442,2022-08-15,21.0,Accountant,North,ULIP,Online,Quarterly,1.7,26311.0,1262928.0,0,2,0,0
POL102443,2021-07-27,31.0,Nurse,Central,ULIP,Agent,Quarterly,2.6,14468.0,477444.0,1,0,1,1
POL102444,2022-10-01,50.0,Nurse,West,Endowment,Agent,Quarterly,4.8,19757.0,987850.0,2,0,1,1
POL102445,2022-09-27,64.0,Chef,West,Endowment,Agent,Monthly,0.3,,493748.0,1,0,1,0
POL102446,2022-10-17,58.0,Engineer,West,WholeLife,Online,Monthly,2.9,23271.0,1349718.0,0,0,0,0
POL102447,2021-01-17,52.0,Mechanic,East,Endowment,Agent,Quarterly,3.8,24970.0,649220.0,1,0,1,0
POL102448,2020-07-08,59.0,Civil Servant,East,Endowment,Bancassurance,Monthly,6.4,15924.0,732504.0,4,1,0,1
POL102449,2020-11-30,29.0,Banker,North,Endowment,Agent,Monthly,7.0,14090.0,549510.0,1,0,1,0
POL102450,2024-10-24,62.0,Software Developer,Central,Endowment,Broker,Monthly,11.2,8932.0,509124.0,0,2,0,0
POL102451,2023-07-06,64.0,Carpenter,Central,Endowment,Agent,Quarterly,2.9,9695.0,232680.0,2,0,1,0
POL102452,2021-05-13,25.0,Engineer,Central,WholeLife,Agent,Monthly,7.6,8359.0,192257.0,5,0,1,0
POL102453,2024-07-08,44.0,Shop Owner,West,Term,Broker,Annual,1.2,13502.0,729108.0,3,0,0,0
POL102454,2023-08-10,61.0,Farmer,South,Term,Bancassurance,Monthly,3.1,6904.0,379720.0,1,0,0,0
POL102455,2022-03-28,44.0,Teacher,South,Endowment,Agent,Monthly,4.0,8995.0,431760.0,0,0,1,0
POL102456,2023-10-27,62.0,Civil Servant,Central,Endowment,Agent,Monthly,2.3,3049.0,109764.0,1,0,1,0
POL102457,2024-09-17,66.0,Shop Owner,South,ULIP,Bancassurance,Monthly,3.5,23425.0,773025.0,1,0,0,1
POL102458,2022-06-03,44.0,Engineer,West,WholeLife,Agent,Monthly,9.2,8864.0,390016.0,1,2,1,0
POL102459,2019-08-11,23.0,Carpenter,West,ULIP,Agent,Quarterly,4.2,12429.0,596592.0,3,0,1,0
POL102460,2021-08-05,37.0,,North,WholeLife,Online,Monthly,2.7,20515.0,553905.0,1,0,0,1
POL102461,2020-05-15,31.0,Shop Owner,North,Term,Bancassurance,Monthly,8.7,11501.0,172515.0,2,0,0,1
POL102462,2023-03-19,44.0,Doctor,North,Term,Online,Monthly,9.4,20377.0,366786.0,1,1,0,1
POL102463,2019-07-12,49.0,Chef,West,Term,Online,Monthly,3.3,5319.0,159570.0,0,0,0,0
POL102464,2021-10-26,43.0,Lawyer,South,ULIP,Broker,Annual,2.6,32817.0,1476765.0,2,0,0,0
POL102465,2021-08-16,30.0,Architect,South,Term,Agent,Monthly,6.6,17044.0,579496.0,2,0,1,1
POL102466,2021-04-28,35.0,Shop Owner,Central,Term,Bancassurance,Quarterly,10.7,10988.0,461496.0,1,0,0,0
POL102467,2022-10-10,54.0,Pharmacist,East,Endowment,Agent,Monthly,2.2,20182.0,726552.0,3,0,1,0
POL102468,2022-04-15,22.0,Salesperson,North,Term,Bancassurance,Monthly,2.4,5518.0,143468.0,0,0,0,0
POL102469,2020-03-17,31.0,Teacher,South,Endowment,Online,Annual,7.0,8567.0,411216.0,1,0,0,0
POL102470,2023-10-27,64.0,Banker,East,WholeLife,Agent,Monthly,2.7,20376.0,957672.0,3,1,1,1
POL102471,2021-09-13,25.0,Teacher,East,Term,Online,Annual,2.8,3891.0,225678.0,0,0,0,1
POL102472,2019-12-12,41.0,Welder,West,Endowment,Bancassurance,Monthly,4.2,13098.0,681096.0,1,0,0,1
POL102473,2023-02-14,31.0,Security Guard,Central,Term,Online,Monthly,0.6,12914.0,413248.0,0,1,0,1
POL102474,2021-05-14,26.0,Driver,North,Term,Agent,Annual,3.4,26492.0,1218632.0,0,0,1,0
POL102475,2022-11-07,41.0,Mechanic,South,Term,Agent,Monthly,0.4,4485.0,134550.0,2,0,1,1
POL102476,2023-07-19,46.0,Software Developer,West,Endowment,Online,Annual,0.3,22133.0,1195182.0,0,0,0,1
POL102477,2022-10-16,29.0,Engineer,North,Endowment,Online,Annual,5.8,7482.0,314244.0,2,1,0,1
POL102478,2024-09-01,24.0,Chef,East,Endowment,Agent,Monthly,3.3,7915.0,411580.0,1,0,1,0
POL102479,2022-08-26,27.0,Teacher,North,ULIP,Agent,Monthly,0.1,5372.0,145044.0,1,1,1,0
POL102480,2021-04-18,52.0,Teacher,East,Term,Bancassurance,Annual,3.2,5745.0,86175.0,1,0,0,1
POL102481,2024-12-10,63.0,Pharmacist,North,ULIP,Agent,Monthly,3.8,12110.0,254310.0,0,0,1,0
POL102482,2022-02-06,29.0,Accountant,West,ULIP,Agent,Quarterly,0.8,5675.0,215650.0,1,0,1,0
POL102483,2023-04-20,36.0,Carpenter,East,Term,Agent,Monthly,0.8,14330.0,831140.0,1,1,1,0
POL102484,2020-12-29,37.0,Banker,Central,Term,Online,Monthly,0.3,7105.0,305515.0,1,0,0,1
POL102485,2024-06-19,38.0,Mechanic,North,Term,Broker,Monthly,2.2,5396.0,275196.0,2,1,0,1
POL102486,2024-08-29,32.0,Doctor,Central,Term,Online,Quarterly,4.0,7601.0,273636.0,4,0,0,1
POL102487,2024-09-24,23.0,Software Developer,East,Term,Agent,Quarterly,13.5,11712.0,679296.0,2,0,1,1
POL102488,2021-05-04,46.0,Shop Owner,East,Term,Bancassurance,Quarterly,1.0,8616.0,491112.0,4,0,0,1
POL102489,2024-03-06,38.0,Chef,West,WholeLife,Agent,Monthly,4.0,10068.0,241632.0,1,0,1,0
POL102490,2023-01-18,37.0,Banker,West,WholeLife,Broker,Monthly,2.1,14018.0,742954.0,2,0,0,0
POL102491,2019-07-29,33.0,Teacher,Central,Endowment,Agent,Monthly,3.7,17004.0,255060.0,2,0,1,1
POL102492,2024-07-10,66.0,Electrician,Central,ULIP,Broker,Monthly,5.4,8476.0,347516.0,3,0,0,1
POL102493,2022-03-10,50.0,Carpenter,South,WholeLife,Bancassurance,Monthly,1.9,5872.0,199648.0,0,0,0,0
POL102494,2022-03-17,41.0,Tailor,South,Endowment,Bancassurance,Quarterly,0.4,10281.0,287868.0,0,0,0,0
POL102495,2021-04-19,31.0,Accountant,Central,Endowment,Agent,Monthly,6.0,12523.0,713811.0,1,0,1,1
POL102496,2024-02-20,60.0,Shop Owner,Central,ULIP,Bancassurance,Monthly,2.9,4768.0,209792.0,2,0,0,0
POL102497,2019-08-02,64.0,Farmer,Central,WholeLife,Bancassurance,Quarterly,9.2,6340.0,133140.0,2,0,0,1
POL102498,2021-04-25,22.0,Welder,Central,ULIP,Agent,Monthly,0.8,6908.0,145068.0,1,0,1,0
POL102499,2022-05-26,66.0,Electrician,West,Term,Online,Annual,0.6,8920.0,178400.0,2,2,0,1
POL102500,2020-03-07,55.0,Electrician,Central,ULIP,Online,Monthly,0.7,6765.0,189420.0,1,1,0,1
POL102501,2020-04-13,,Engineer,West,Term,Broker,Monthly,16.3,14094.0,253692.0,0,2,0,0
POL102502,2022-09-16,57.0,Carpenter,Central,Term,Bancassurance,Annual,7.3,4436.0,115336.0,2,0,0,0
POL102503,2022-07-03,26.0,Doctor,East,Endowment,Agent,Quarterly,1.2,,220108.0,2,0,1,0
POL102504,2023-12-05,23.0,Chef,Central,ULIP,Online,Annual,1.5,8375.0,452250.0,3,0,0,1
POL102505,2023-12-04,26.0,Plumber,North,Term,Agent,Monthly,3.9,9065.0,453250.0,0,0,1,0
POL102506,2019-02-09,43.0,Software Developer,Central,Term,Agent,Monthly,2.2,4782.0,176934.0,2,0,1,0
POL102507,2021-05-16,51.0,Tailor,Central,ULIP,Bancassurance,Quarterly,1.3,7307.0,336122.0,2,0,0,0
POL102508,2024-02-07,40.0,Nurse,West,Term,Online,Monthly,1.6,8099.0,461643.0,2,2,0,0
POL102509,2024-09-20,26.0,Chef,Central,ULIP,Bancassurance,Quarterly,8.3,8130.0,138210.0,4,0,0,0
POL102510,2019-07-28,,Chef,East,Endowment,Online,Monthly,4.5,10678.0,587290.0,3,1,0,0
POL102511,2023-08-14,62.0,Shop Owner,South,Endowment,Agent,Monthly,8.3,7110.0,334170.0,0,1,1,0
POL102512,2020-05-26,68.0,Farmer,North,Term,Bancassurance,Monthly,10.6,20721.0,663072.0,2,0,0,0
POL102513,2023-11-05,57.0,Doctor,North,WholeLife,Agent,Quarterly,4.3,12633.0,442155.0,1,0,1,0
POL102514,2021-09-08,26.0,Chef,Central,WholeLife,Broker,Monthly,4.0,6611.0,224774.0,1,0,0,0
POL102515,2019-09-05,61.0,Mechanic,North,Term,Broker,Annual,0.6,10376.0,228272.0,1,0,0,0
POL102516,2020-03-25,54.0,Engineer,South,ULIP,Bancassurance,Monthly,2.9,10530.0,263250.0,1,1,0,0
POL102517,2024-09-03,46.0,Salesperson,East,ULIP,Bancassurance,Monthly,1.4,18167.0,508676.0,0,0,0,0
POL102518,2023-08-17,28.0,Chef,South,Term,Online,Monthly,9.9,7331.0,109965.0,0,0,0,0
POL102519,2019-03-17,69.0,Farmer,Central,Endowment,Online,Quarterly,1.3,14526.0,537462.0,1,0,0,0
POL102520,2024-09-16,42.0,Lawyer,North,WholeLife,Bancassurance,Annual,1.6,10106.0,363816.0,1,0,0,0
POL102521,2024-01-31,23.0,Pharmacist,North,Endowment,Agent,Monthly,10.2,20864.0,605056.0,1,0,1,0
POL102522,2022-04-14,31.0,Electrician,South,WholeLife,Bancassurance,Monthly,15.6,18872.0,415184.0,2,0,0,0
POL102523,2019-03-07,40.0,Nurse,West,Term,Agent,Quarterly,4.0,10922.0,633476.0,1,2,1,0
POL102524,2021-08-14,24.0,Civil Servant,South,WholeLife,Bancassurance,Monthly,3.3,8681.0,390645.0,1,0,0,1
POL102525,2019-12-24,36.0,Nurse,Central,WholeLife,Online,Quarterly,1.4,12750.0,459000.0,1,1,0,0
POL102526,2021-03-15,43.0,Engineer,North,Term,Bancassurance,Quarterly,5.9,9043.0,425021.0,2,0,0,0
POL102527,2020-11-24,67.0,Shop Owner,South,Endowment,Online,Monthly,2.8,22929.0,710799.0,1,0,0,0
POL102528,2023-04-18,25.0,Architect,West,Endowment,Online,Quarterly,3.0,10293.0,247032.0,3,0,0,1
POL102529,2023-06-12,49.0,Police Officer,West,WholeLife,Broker,Quarterly,2.7,8080.0,363600.0,3,0,0,0
POL102530,2020-01-15,65.0,Shop Owner,East,Term,Agent,Monthly,2.6,7865.0,385385.0,2,0,1,0
POL102531,2024-06-01,60.0,Engineer,East,Term,Agent,Monthly,1.3,5396.0,237424.0,1,0,1,0
POL102532,2023-01-14,66.0,Civil Servant,North,ULIP,Agent,Monthly,16.8,13073.0,522920.0,2,0,1,0
POL102533,2023-01-06,29.0,Teacher,North,Endowment,Online,Quarterly,5.3,6568.0,98520.0,1,0,0,0
POL102534,2023-09-04,60.0,Civil Servant,North,Endowment,Online,Quarterly,16.3,,736934.0,0,0,0,0
POL102535,2023-05-21,68.0,Tailor,East,Endowment,Online,Monthly,18.0,5185.0,217770.0,2,0,0,0
POL102536,2023-10-02,36.0,Farmer,Central,WholeLife,Agent,Monthly,1.9,10547.0,348051.0,0,0,1,0
POL102537,2020-09-29,45.0,Software Developer,North,Term,Agent,Monthly,2.7,17590.0,439750.0,1,0,1,0
POL102538,2023-02-19,47.0,Electrician,North,WholeLife,Bancassurance,Monthly,6.1,3374.0,199066.0,1,0,0,0
POL102539,2024-11-15,45.0,,West,Endowment,Online,Monthly,1.6,27150.0,841650.0,1,0,0,1
POL102540,2023-07-18,35.0,Lawyer,East,WholeLife,Agent,Monthly,10.2,8001.0,216027.0,0,0,1,0
POL102541,2021-06-16,68.0,Police Officer,South,Term,Agent,Monthly,2.6,10621.0,488566.0,3,0,1,0
POL102542,2022-10-22,67.0,Tailor,North,Endowment,Agent,Quarterly,1.8,13170.0,474120.0,1,1,1,0
POL102543,2024-07-01,39.0,Police Officer,Central,ULIP,Bancassurance,Quarterly,2.2,14229.0,569160.0,1,0,0,0
POL102544,2022-12-13,60.0,Security Guard,West,ULIP,Bancassurance,Monthly,0.3,11350.0,499400.0,3,0,0,0
POL102545,2023-09-11,40.0,Nurse,East,Term,Online,Quarterly,1.5,16296.0,505176.0,0,0,0,0
POL102546,2024-05-11,59.0,Plumber,South,Endowment,Online,Monthly,16.2,12830.0,269430.0,2,1,0,1
